"cid_hex","glyph","uname"
"u/1213c","𒄼","cuneiform sign hub2 times lish"
"u/1213d","𒄽","cuneiform sign hub2 times ud"
"u/1213e","𒄾","cuneiform sign hul2"
"u/1213f","𒄿","cuneiform sign i"
"u/12140","𒅀","cuneiform sign i a"
"u/12141","𒅁","cuneiform sign ib"
"u/12142","𒅂","cuneiform sign idim"
"u/12143","𒅃","cuneiform sign idim over idim bur"
"u/12144","𒅄","cuneiform sign idim over idim squared"
"u/12145","𒅅","cuneiform sign ig"
"u/12146","𒅆","cuneiform sign igi"
"u/12147","𒅇","cuneiform sign igi dib"
"u/12148","𒅈","cuneiform sign igi ri"
"u/12149","𒅉","cuneiform sign igi over igi shir over shir ud over ud"
"u/1214a","𒅊","cuneiform sign igi gunu"
"u/1214b","𒅋","cuneiform sign il"
"u/1214c","𒅌","cuneiform sign il times gan2 tenu"
"u/1214d","𒅍","cuneiform sign il2"
"u/1214e","𒅎","cuneiform sign im"
"u/1214f","𒅏","cuneiform sign im times tak4"
"u/12150","𒅐","cuneiform sign im crossing im"
"u/12151","𒅑","cuneiform sign im opposing im"
"u/12152","𒅒","cuneiform sign im squared"
"u/12153","𒅓","cuneiform sign imin"
"u/12154","𒅔","cuneiform sign in"
"u/12155","𒅕","cuneiform sign ir"
"u/12156","𒅖","cuneiform sign ish"
"u/12157","𒅗","cuneiform sign ka"
"u/12158","𒅘","cuneiform sign ka times a"
"u/12159","𒅙","cuneiform sign ka times ad"
"u/1215a","𒅚","cuneiform sign ka times ad plus ku3"
"u/1215b","𒅛","cuneiform sign ka times ash2"
"u/1215c","𒅜","cuneiform sign ka times bad"
"u/1215d","𒅝","cuneiform sign ka times balag"
"u/1215e","𒅞","cuneiform sign ka times bar"
"u/1215f","𒅟","cuneiform sign ka times bi"
"u/12160","𒅠","cuneiform sign ka times erin2"
"u/12161","𒅡","cuneiform sign ka times esh2"
"u/12162","𒅢","cuneiform sign ka times ga"
"u/12163","𒅣","cuneiform sign ka times gal"
"u/12164","𒅤","cuneiform sign ka times gan2 tenu"
"u/12165","𒅥","cuneiform sign ka times gar"
"u/12166","𒅦","cuneiform sign ka times gar plus sha3 plus a"
"u/12167","𒅧","cuneiform sign ka times gi"
"u/12168","𒅨","cuneiform sign ka times gir2"
"u/12169","𒅩","cuneiform sign ka times gish plus sar"
"u/1216a","𒅪","cuneiform sign ka times gish crossing gish"
"u/1216b","𒅫","cuneiform sign ka times gu"
"u/1216c","𒅬","cuneiform sign ka times gur7"
"u/1216d","𒅭","cuneiform sign ka times igi"
"u/1216e","𒅮","cuneiform sign ka times im"
"u/1216f","𒅯","cuneiform sign ka times kak"
"u/12170","𒅰","cuneiform sign ka times ki"
"u/12171","𒅱","cuneiform sign ka times kid"
"u/12172","𒅲","cuneiform sign ka times li"
"u/12173","𒅳","cuneiform sign ka times lu"
"u/12174","𒅴","cuneiform sign ka times me"
"u/12175","𒅵","cuneiform sign ka times me plus du"
"u/12176","𒅶","cuneiform sign ka times me plus gi"
"u/12177","𒅷","cuneiform sign ka times me plus te"
"u/12178","𒅸","cuneiform sign ka times mi"
"u/12179","𒅹","cuneiform sign ka times mi plus nunuz"
"u/1217a","𒅺","cuneiform sign ka times ne"
"u/1217b","𒅻","cuneiform sign ka times nun"
"u/1217c","𒅼","cuneiform sign ka times pi"
"u/1217d","𒅽","cuneiform sign ka times ru"
"u/1217e","𒅾","cuneiform sign ka times sa"
"u/1217f","𒅿","cuneiform sign ka times sar"
"u/12180","𒆀","cuneiform sign ka times sha"
"u/12181","𒆁","cuneiform sign ka times she"
"u/12182","𒆂","cuneiform sign ka times shid"
"u/12183","𒆃","cuneiform sign ka times shu"
"u/12184","𒆄","cuneiform sign ka times sig"
"u/12185","𒆅","cuneiform sign ka times suhur"
"u/12186","𒆆","cuneiform sign ka times tar"
"u/12187","𒆇","cuneiform sign ka times u"
"u/12188","𒆈","cuneiform sign ka times u2"
"u/12189","𒆉","cuneiform sign ka times ud"
"u/1218a","𒆊","cuneiform sign ka times umum times pa"
"u/1218b","𒆋","cuneiform sign ka times ush"
"u/1218c","𒆌","cuneiform sign ka times zi"
"u/1218d","𒆍","cuneiform sign ka2"
"u/1218e","𒆎","cuneiform sign ka2 crossing ka2"
"u/1218f","𒆏","cuneiform sign kab"
"u/12190","𒆐","cuneiform sign kad2"
"u/12191","𒆑","cuneiform sign kad3"
"u/12192","𒆒","cuneiform sign kad4"
"u/12193","𒆓","cuneiform sign kad5"
"u/12194","𒆔","cuneiform sign kad5 over kad5"
"u/12195","𒆕","cuneiform sign kak"
"u/12196","𒆖","cuneiform sign kak times igi gunu"
"u/12197","𒆗","cuneiform sign kal"
"u/12198","𒆘","cuneiform sign kal times bad"
"u/12199","𒆙","cuneiform sign kal crossing kal"
"u/1219a","𒆚","cuneiform sign kam2"
"u/1219b","𒆛","cuneiform sign kam4"
"u/1219c","𒆜","cuneiform sign kaskal"
"u/1219d","𒆝","cuneiform sign kaskal lagab times u over lagab times u"
"u/1219e","𒆞","cuneiform sign kaskal over kaskal lagab times u over lagab times u"
"u/1219f","𒆟","cuneiform sign kesh2"
"u/121a0","𒆠","cuneiform sign ki"
"u/121a1","𒆡","cuneiform sign ki times bad"
"u/121a2","𒆢","cuneiform sign ki times u"
"u/121a3","𒆣","cuneiform sign ki times ud"
"u/121a4","𒆤","cuneiform sign kid"
"u/121a5","𒆥","cuneiform sign kin"
"u/121a6","𒆦","cuneiform sign kisal"
"u/121a7","𒆧","cuneiform sign kish"
"u/121a8","𒆨","cuneiform sign kisim5"
"u/121a9","𒆩","cuneiform sign kisim5 over kisim5"
"u/121aa","𒆪","cuneiform sign ku"
"u/121ab","𒆫","cuneiform sign ku over hi times ash2 ku over hi times ash2"
"u/121ac","𒆬","cuneiform sign ku3"
"u/121ad","𒆭","cuneiform sign ku4"
"u/121ae","𒆮","cuneiform sign ku4 variant form"
"u/121af","𒆯","cuneiform sign ku7"
"u/121b0","𒆰","cuneiform sign kul"
"u/121b1","𒆱","cuneiform sign kul gunu"
"u/121b2","𒆲","cuneiform sign kun"
"u/121b3","𒆳","cuneiform sign kur"
"u/121b4","𒆴","cuneiform sign kur opposing kur"
"u/121b5","𒆵","cuneiform sign kushu2"
"u/121b6","𒆶","cuneiform sign kwu318"
"u/121b7","𒆷","cuneiform sign la"
"u/121b8","𒆸","cuneiform sign lagab"
"u/121b9","𒆹","cuneiform sign lagab times a"
"u/121ba","𒆺","cuneiform sign lagab times a plus da plus ha"
"u/121bb","𒆻","cuneiform sign lagab times a plus gar"
"u/121bc","𒆼","cuneiform sign lagab times a plus lal"
"u/121bd","𒆽","cuneiform sign lagab times al"
"u/121be","𒆾","cuneiform sign lagab times an"
"u/121bf","𒆿","cuneiform sign lagab times ash zida tenu"
"u/121c0","𒇀","cuneiform sign lagab times bad"
"u/121c1","𒇁","cuneiform sign lagab times bi"
"u/121c2","𒇂","cuneiform sign lagab times dar"
"u/121c3","𒇃","cuneiform sign lagab times en"
"u/121c4","𒇄","cuneiform sign lagab times ga"
"u/121c5","𒇅","cuneiform sign lagab times gar"
"u/121c6","𒇆","cuneiform sign lagab times gud"
"u/121c7","𒇇","cuneiform sign lagab times gud plus gud"
"u/121c8","𒇈","cuneiform sign lagab times ha"
"u/121c9","𒇉","cuneiform sign lagab times hal"
"u/121ca","𒇊","cuneiform sign lagab times hi times nun"
"u/121cb","𒇋","cuneiform sign lagab times igi gunu"
"u/121cc","𒇌","cuneiform sign lagab times im"
"u/121cd","𒇍","cuneiform sign lagab times im plus ha"
"u/121ce","𒇎","cuneiform sign lagab times im plus lu"
"u/121cf","𒇏","cuneiform sign lagab times ki"
"u/121d0","𒇐","cuneiform sign lagab times kin"
"u/121d1","𒇑","cuneiform sign lagab times ku3"
"u/121d2","𒇒","cuneiform sign lagab times kul"
"u/121d3","𒇓","cuneiform sign lagab times kul plus hi plus a"
"u/121d4","𒇔","cuneiform sign lagab times lagab"
"u/121d5","𒇕","cuneiform sign lagab times lish"
"u/121d6","𒇖","cuneiform sign lagab times lu"
"u/121d7","𒇗","cuneiform sign lagab times lul"
"u/121d8","𒇘","cuneiform sign lagab times me"
"u/121d9","𒇙","cuneiform sign lagab times me plus en"
"u/121da","𒇚","cuneiform sign lagab times mush"
"u/121db","𒇛","cuneiform sign lagab times ne"
"u/121dc","𒇜","cuneiform sign lagab times she plus sum"
"u/121dd","𒇝","cuneiform sign lagab times shita plus gish plus erin2"
"u/121de","𒇞","cuneiform sign lagab times shita plus gish tenu"
"u/121df","𒇟","cuneiform sign lagab times shu2"
"u/121e0","𒇠","cuneiform sign lagab times shu2 plus shu2"
"u/121e1","𒇡","cuneiform sign lagab times sum"
"u/121e2","𒇢","cuneiform sign lagab times tag"
"u/121e3","𒇣","cuneiform sign lagab times tak4"
"u/121e4","𒇤","cuneiform sign lagab times te plus a plus su plus na"
"u/121e5","𒇥","cuneiform sign lagab times u"
"u/121e6","𒇦","cuneiform sign lagab times u plus a"
"u/121e7","𒇧","cuneiform sign lagab times u plus u plus u"
"u/121e8","𒇨","cuneiform sign lagab times u2 plus ash"
"u/121e9","𒇩","cuneiform sign lagab times ud"
"u/121ea","𒇪","cuneiform sign lagab times ush"
"u/121eb","𒇫","cuneiform sign lagab squared"
"u/121ec","𒇬","cuneiform sign lagar"
"u/121ed","𒇭","cuneiform sign lagar times she"
"u/121ee","𒇮","cuneiform sign lagar times she plus sum"
"u/121ef","𒇯","cuneiform sign lagar gunu"
"u/121f0","𒇰","cuneiform sign lagar gunu over lagar gunu she"
"u/121f1","𒇱","cuneiform sign lahshu"
"u/121f2","𒇲","cuneiform sign lal"
"u/121f3","𒇳","cuneiform sign lal times lal"
"u/121f4","𒇴","cuneiform sign lam"
"u/121f5","𒇵","cuneiform sign lam times kur"
"u/121f6","𒇶","cuneiform sign lam times kur plus ru"
"u/121f7","𒇷","cuneiform sign li"
"u/121f8","𒇸","cuneiform sign lil"
"u/121f9","𒇹","cuneiform sign limmu2"
"u/121fa","𒇺","cuneiform sign lish"
"u/121fb","𒇻","cuneiform sign lu"
"u/121fc","𒇼","cuneiform sign lu times bad"
"u/121fd","𒇽","cuneiform sign lu2"
"u/121fe","𒇾","cuneiform sign lu2 times al"
"u/121ff","𒇿","cuneiform sign lu2 times bad"
"u/12200","𒈀","cuneiform sign lu2 times esh2"
"u/12201","𒈁","cuneiform sign lu2 times esh2 tenu"
"u/12202","𒈂","cuneiform sign lu2 times gan2 tenu"
"u/12203","𒈃","cuneiform sign lu2 times hi times bad"
"u/12204","𒈄","cuneiform sign lu2 times im"
"u/12205","𒈅","cuneiform sign lu2 times kad2"
"u/12206","𒈆","cuneiform sign lu2 times kad3"
"u/12207","𒈇","cuneiform sign lu2 times kad3 plus ash"
"u/12208","𒈈","cuneiform sign lu2 times ki"
"u/12209","𒈉","cuneiform sign lu2 times la plus ash"
"u/1220a","𒈊","cuneiform sign lu2 times lagab"
"u/1220b","𒈋","cuneiform sign lu2 times me plus en"
"u/1220c","𒈌","cuneiform sign lu2 times ne"
"u/1220d","𒈍","cuneiform sign lu2 times nu"
"u/1220e","𒈎","cuneiform sign lu2 times si plus ash"
"u/1220f","𒈏","cuneiform sign lu2 times sik2 plus bu"
"u/12210","𒈐","cuneiform sign lu2 times tug2"
"u/12211","𒈑","cuneiform sign lu2 tenu"
"u/12212","𒈒","cuneiform sign lu2 crossing lu2"
"u/12213","𒈓","cuneiform sign lu2 opposing lu2"
"u/12214","𒈔","cuneiform sign lu2 squared"
"u/12215","𒈕","cuneiform sign lu2 sheshig"
"u/12216","𒈖","cuneiform sign lu3"
"u/12217","𒈗","cuneiform sign lugal"
"u/12218","𒈘","cuneiform sign lugal over lugal"
"u/12219","𒈙","cuneiform sign lugal opposing lugal"
"u/1221a","𒈚","cuneiform sign lugal sheshig"
"u/1221b","𒈛","cuneiform sign luh"
"u/1221c","𒈜","cuneiform sign lul"
"u/1221d","𒈝","cuneiform sign lum"
"u/1221e","𒈞","cuneiform sign lum over lum"
"u/1221f","𒈟","cuneiform sign lum over lum gar over gar"
"u/12220","𒈠","cuneiform sign ma"
"u/12221","𒈡","cuneiform sign ma times tak4"
"u/12222","𒈢","cuneiform sign ma gunu"
"u/12223","𒈣","cuneiform sign ma2"
"u/12224","𒈤","cuneiform sign mah"
"u/12225","𒈥","cuneiform sign mar"
"u/12226","𒈦","cuneiform sign mash"
"u/12227","𒈧","cuneiform sign mash2"
"u/12228","𒈨","cuneiform sign me"
"u/12229","𒈩","cuneiform sign mes"
"u/1222a","𒈪","cuneiform sign mi"
"u/1222b","𒈫","cuneiform sign min"
"u/1222c","𒈬","cuneiform sign mu"
"u/1222d","𒈭","cuneiform sign mu over mu"
"u/1222e","𒈮","cuneiform sign mug"
"u/1222f","𒈯","cuneiform sign mug gunu"
"u/12230","𒈰","cuneiform sign munsub"
"u/12231","𒈱","cuneiform sign murgu2"
"u/12232","𒈲","cuneiform sign mush"
"u/12233","𒈳","cuneiform sign mush times a"
"u/12234","𒈴","cuneiform sign mush times kur"
"u/12235","𒈵","cuneiform sign mush times za"
"u/12236","𒈶","cuneiform sign mush over mush"
"u/12237","𒈷","cuneiform sign mush over mush times a plus na"
"u/12238","𒈸","cuneiform sign mush crossing mush"
"u/12239","𒈹","cuneiform sign mush3"
"u/1223a","𒈺","cuneiform sign mush3 times a"
"u/1223b","𒈻","cuneiform sign mush3 times a plus di"
"u/1223c","𒈼","cuneiform sign mush3 times di"
"u/1223d","𒈽","cuneiform sign mush3 gunu"
"u/1223e","𒈾","cuneiform sign na"
"u/1223f","𒈿","cuneiform sign na2"
"u/12240","𒉀","cuneiform sign naga"
"u/12241","𒉁","cuneiform sign naga inverted"
"u/12242","𒉂","cuneiform sign naga times shu tenu"
"u/12243","𒉃","cuneiform sign naga opposing naga"
"u/12244","𒉄","cuneiform sign nagar"
"u/12245","𒉅","cuneiform sign nam nutillu"
"u/12246","𒉆","cuneiform sign nam"
"u/12247","𒉇","cuneiform sign nam2"
"u/12248","𒉈","cuneiform sign ne"
"u/12249","𒉉","cuneiform sign ne times a"
"u/1224a","𒉊","cuneiform sign ne times ud"
"u/1224b","𒉋","cuneiform sign ne sheshig"
"u/1224c","𒉌","cuneiform sign ni"
"u/1224d","𒉍","cuneiform sign ni times e"
"u/1224e","𒉎","cuneiform sign ni2"
"u/1224f","𒉏","cuneiform sign nim"
"u/12250","𒉐","cuneiform sign nim times gan2 tenu"
"u/12251","𒉑","cuneiform sign nim times gar plus gan2 tenu"
"u/12252","𒉒","cuneiform sign ninda2"
"u/12253","𒉓","cuneiform sign ninda2 times an"
"u/12254","𒉔","cuneiform sign ninda2 times ash"
"u/12255","𒉕","cuneiform sign ninda2 times ash plus ash"
"u/12256","𒉖","cuneiform sign ninda2 times gud"
"u/12257","𒉗","cuneiform sign ninda2 times me plus gan2 tenu"
"u/12258","𒉘","cuneiform sign ninda2 times ne"
"u/12259","𒉙","cuneiform sign ninda2 times nun"
"u/1225a","𒉚","cuneiform sign ninda2 times she"
"u/1225b","𒉛","cuneiform sign ninda2 times she plus a an"
"u/1225c","𒉜","cuneiform sign ninda2 times she plus ash"
"u/1225d","𒉝","cuneiform sign ninda2 times she plus ash plus ash"
"u/1225e","𒉞","cuneiform sign ninda2 times u2 plus ash"
"u/1225f","𒉟","cuneiform sign ninda2 times ush"
"u/12260","𒉠","cuneiform sign nisag"
"u/12261","𒉡","cuneiform sign nu"
"u/12262","𒉢","cuneiform sign nu11"
"u/12263","𒉣","cuneiform sign nun"
"u/12264","𒉤","cuneiform sign nun lagar times gar"
"u/12265","𒉥","cuneiform sign nun lagar times mash"
"u/12266","𒉦","cuneiform sign nun lagar times sal"
"u/12267","𒉧","cuneiform sign nun lagar times sal over nun lagar times sal"
"u/12268","𒉨","cuneiform sign nun lagar times ush"
"u/12269","𒉩","cuneiform sign nun tenu"
"u/1226a","𒉪","cuneiform sign nun over nun"
"u/1226b","𒉫","cuneiform sign nun crossing nun"
"u/1226c","𒉬","cuneiform sign nun crossing nun lagar over lagar"
"u/1226d","𒉭","cuneiform sign nunuz"
"u/1226e","𒉮","cuneiform sign nunuz ab2 times ashgab"
"u/1226f","𒉯","cuneiform sign nunuz ab2 times bi"
"u/12270","𒉰","cuneiform sign nunuz ab2 times dug"
"u/12271","𒉱","cuneiform sign nunuz ab2 times gud"
"u/12272","𒉲","cuneiform sign nunuz ab2 times igi gunu"
"u/12273","𒉳","cuneiform sign nunuz ab2 times kad3"
"u/12274","𒉴","cuneiform sign nunuz ab2 times la"
"u/12275","𒉵","cuneiform sign nunuz ab2 times ne"
"u/12276","𒉶","cuneiform sign nunuz ab2 times sila3"
"u/12277","𒉷","cuneiform sign nunuz ab2 times u2"
"u/12278","𒉸","cuneiform sign nunuz kisim5 times bi"
"u/12279","𒉹","cuneiform sign nunuz kisim5 times bi u"
"u/1227a","𒉺","cuneiform sign pa"
"u/1227b","𒉻","cuneiform sign pad"
"u/1227c","𒉼","cuneiform sign pan"
"u/1227d","𒉽","cuneiform sign pap"
"u/1227e","𒉾","cuneiform sign pesh2"
"u/1227f","𒉿","cuneiform sign pi"
"u/12280","𒊀","cuneiform sign pi times a"
"u/12281","𒊁","cuneiform sign pi times ab"
"u/12282","𒊂","cuneiform sign pi times bi"
"u/12283","𒊃","cuneiform sign pi times bu"
"u/12284","𒊄","cuneiform sign pi times e"
"u/12285","𒊅","cuneiform sign pi times i"
"u/12286","𒊆","cuneiform sign pi times ib"
"u/12287","𒊇","cuneiform sign pi times u"
"u/12288","𒊈","cuneiform sign pi times u2"
"u/12289","𒊉","cuneiform sign pi crossing pi"
"u/1228a","𒊊","cuneiform sign pirig"
"u/1228b","𒊋","cuneiform sign pirig times kal"
"u/1228c","𒊌","cuneiform sign pirig times ud"
"u/1228d","𒊍","cuneiform sign pirig times za"
"u/1228e","𒊎","cuneiform sign pirig opposing pirig"
"u/1228f","𒊏","cuneiform sign ra"
"u/12290","𒊐","cuneiform sign rab"
"u/12291","𒊑","cuneiform sign ri"
"u/12292","𒊒","cuneiform sign ru"
"u/12293","𒊓","cuneiform sign sa"
"u/12294","𒊔","cuneiform sign sag nutillu"
"u/12295","𒊕","cuneiform sign sag"
"u/12296","𒊖","cuneiform sign sag times a"
"u/12297","𒊗","cuneiform sign sag times du"
"u/12298","𒊘","cuneiform sign sag times dub"
"u/12299","𒊙","cuneiform sign sag times ha"
"u/1229a","𒊚","cuneiform sign sag times kak"
"u/1229b","𒊛","cuneiform sign sag times kur"
"u/1229c","𒊜","cuneiform sign sag times lum"
"u/1229d","𒊝","cuneiform sign sag times mi"
"u/1229e","𒊞","cuneiform sign sag times nun"
"u/1229f","𒊟","cuneiform sign sag times sal"
"u/122a0","𒊠","cuneiform sign sag times shid"
"u/122a1","𒊡","cuneiform sign sag times tab"
"u/122a2","𒊢","cuneiform sign sag times u2"
"u/122a3","𒊣","cuneiform sign sag times ub"
"u/122a4","𒊤","cuneiform sign sag times um"
"u/122a5","𒊥","cuneiform sign sag times ur"
"u/122a6","𒊦","cuneiform sign sag times ush"
"u/122a7","𒊧","cuneiform sign sag over sag"
"u/122a8","𒊨","cuneiform sign sag gunu"
"u/122a9","𒊩","cuneiform sign sal"
"u/122aa","𒊪","cuneiform sign sal lagab times ash2"
"u/122ab","𒊫","cuneiform sign sanga2"
"u/122ac","𒊬","cuneiform sign sar"
"u/122ad","𒊭","cuneiform sign sha"
"u/122ae","𒊮","cuneiform sign sha3"
"u/122af","𒊯","cuneiform sign sha3 times a"
"u/122b0","𒊰","cuneiform sign sha3 times bad"
"u/122b1","𒊱","cuneiform sign sha3 times gish"
"u/122b2","𒊲","cuneiform sign sha3 times ne"
"u/122b3","𒊳","cuneiform sign sha3 times shu2"
"u/122b4","𒊴","cuneiform sign sha3 times tur"
"u/122b5","𒊵","cuneiform sign sha3 times u"
"u/122b6","𒊶","cuneiform sign sha3 times u plus a"
"u/122b7","𒊷","cuneiform sign sha6"
"u/122b8","𒊸","cuneiform sign shab6"
"u/122b9","𒊹","cuneiform sign shar2"
"u/122ba","𒊺","cuneiform sign she"
"u/122bb","𒊻","cuneiform sign she hu"
"u/122bc","𒊼","cuneiform sign she over she gad over gad gar over gar"
"u/122bd","𒊽","cuneiform sign she over she tab over tab gar over gar"
"u/122be","𒊾","cuneiform sign sheg9"
"u/122bf","𒊿","cuneiform sign shen"
"u/122c0","𒋀","cuneiform sign shesh"
"u/122c1","𒋁","cuneiform sign shesh2"
"u/122c2","𒋂","cuneiform sign sheshlam"
"u/122c3","𒋃","cuneiform sign shid"
"u/122c4","𒋄","cuneiform sign shid times a"
"u/122c5","𒋅","cuneiform sign shid times im"
"u/122c6","𒋆","cuneiform sign shim"
"u/122c7","𒋇","cuneiform sign shim times a"
"u/122c8","𒋈","cuneiform sign shim times bal"
"u/122c9","𒋉","cuneiform sign shim times bulug"
"u/122ca","𒋊","cuneiform sign shim times din"
"u/122cb","𒋋","cuneiform sign shim times gar"
"u/122cc","𒋌","cuneiform sign shim times igi"
"u/122cd","𒋍","cuneiform sign shim times igi gunu"
"u/122ce","𒋎","cuneiform sign shim times kushu2"
"u/122cf","𒋏","cuneiform sign shim times lul"
"u/122d0","𒋐","cuneiform sign shim times mug"
"u/122d1","𒋑","cuneiform sign shim times sal"
"u/122d2","𒋒","cuneiform sign shinig"
"u/122d3","𒋓","cuneiform sign shir"
"u/122d4","𒋔","cuneiform sign shir tenu"
"u/122d5","𒋕","cuneiform sign shir over shir bur over bur"
"u/122d6","𒋖","cuneiform sign shita"
"u/122d7","𒋗","cuneiform sign shu"
"u/122d8","𒋘","cuneiform sign shu over inverted shu"
"u/122d9","𒋙","cuneiform sign shu2"
"u/122da","𒋚","cuneiform sign shubur"
"u/122db","𒋛","cuneiform sign si"
"u/122dc","𒋜","cuneiform sign si gunu"
"u/122dd","𒋝","cuneiform sign sig"
"u/122de","𒋞","cuneiform sign sig4"
"u/122df","𒋟","cuneiform sign sig4 over sig4 shu2"
"u/122e0","𒋠","cuneiform sign sik2"
"u/122e1","𒋡","cuneiform sign sila3"
"u/122e2","𒋢","cuneiform sign su"
"u/122e3","𒋣","cuneiform sign su over su"
"u/122e4","𒋤","cuneiform sign sud"
"u/122e5","𒋥","cuneiform sign sud2"
"u/122e6","𒋦","cuneiform sign suhur"
"u/122e7","𒋧","cuneiform sign sum"
"u/122e8","𒋨","cuneiform sign sumash"
"u/122e9","𒋩","cuneiform sign sur"
"u/122ea","𒋪","cuneiform sign sur9"
"u/122eb","𒋫","cuneiform sign ta"
"u/122ec","𒋬","cuneiform sign ta asterisk"
"u/122ed","𒋭","cuneiform sign ta times hi"
"u/122ee","𒋮","cuneiform sign ta times mi"
"u/122ef","𒋯","cuneiform sign ta gunu"
"u/122f0","𒋰","cuneiform sign tab"
"u/122f1","𒋱","cuneiform sign tab over tab ni over ni dish over dish"
"u/122f2","𒋲","cuneiform sign tab squared"
"u/122f3","𒋳","cuneiform sign tag"
"u/122f4","𒋴","cuneiform sign tag times bi"
"u/122f5","𒋵","cuneiform sign tag times gud"
"u/122f6","𒋶","cuneiform sign tag times she"
"u/122f7","𒋷","cuneiform sign tag times shu"
"u/122f8","𒋸","cuneiform sign tag times tug2"
"u/122f9","𒋹","cuneiform sign tag times ud"
"u/122fa","𒋺","cuneiform sign tak4"
"u/122fb","𒋻","cuneiform sign tar"
"u/122fc","𒋼","cuneiform sign te"
"u/122fd","𒋽","cuneiform sign te gunu"
"u/122fe","𒋾","cuneiform sign ti"
"u/122ff","𒋿","cuneiform sign ti tenu"
"u/12300","𒌀","cuneiform sign til"
"u/12301","𒌁","cuneiform sign tir"
"u/12302","𒌂","cuneiform sign tir times tak4"
"u/12303","𒌃","cuneiform sign tir over tir"
"u/12304","𒌄","cuneiform sign tir over tir gad over gad gar over gar"
"u/12305","𒌅","cuneiform sign tu"
"u/12306","𒌆","cuneiform sign tug2"
"u/12307","𒌇","cuneiform sign tuk"
"u/12308","𒌈","cuneiform sign tum"
"u/12309","𒌉","cuneiform sign tur"
"u/1230a","𒌊","cuneiform sign tur over tur za over za"
"u/1230b","𒌋","cuneiform sign u"
"u/1230c","𒌌","cuneiform sign u gud"
"u/1230d","𒌍","cuneiform sign u u u"
"u/1230e","𒌎","cuneiform sign u over u pa over pa gar over gar"
"u/1230f","𒌏","cuneiform sign u over u sur over sur"
"u/12310","𒌐","cuneiform sign u over u u reversed over u reversed"
"u/12311","𒌑","cuneiform sign u2"
"u/12312","𒌒","cuneiform sign ub"
"u/12313","𒌓","cuneiform sign ud"
"u/12314","𒌔","cuneiform sign ud kushu2"
"u/12315","𒌕","cuneiform sign ud times bad"
"u/12316","𒌖","cuneiform sign ud times mi"
"u/12317","𒌗","cuneiform sign ud times u plus u plus u"
"u/12318","𒌘","cuneiform sign ud times u plus u plus u gunu"
"u/12319","𒌙","cuneiform sign ud gunu"
"u/1231a","𒌚","cuneiform sign ud sheshig"
"u/1231b","𒌛","cuneiform sign ud sheshig times bad"
"u/1231c","𒌜","cuneiform sign udug"
"u/1231d","𒌝","cuneiform sign um"
"u/1231e","𒌞","cuneiform sign um times lagab"
"u/1231f","𒌟","cuneiform sign um times me plus da"
"u/12320","𒌠","cuneiform sign um times sha3"
"u/12321","𒌡","cuneiform sign um times u"
"u/12322","𒌢","cuneiform sign umbin"
"u/12323","𒌣","cuneiform sign umum"
"u/12324","𒌤","cuneiform sign umum times kaskal"
"u/12325","𒌥","cuneiform sign umum times pa"
"u/12326","𒌦","cuneiform sign un"
"u/12327","𒌧","cuneiform sign un gunu"
"u/12328","𒌨","cuneiform sign ur"
"u/12329","𒌩","cuneiform sign ur crossing ur"
"u/1232a","𒌪","cuneiform sign ur sheshig"
"u/1232b","𒌫","cuneiform sign ur2"
"u/1232c","𒌬","cuneiform sign ur2 times a plus ha"
"u/1232d","𒌭","cuneiform sign ur2 times a plus na"
"u/1232e","𒌮","cuneiform sign ur2 times al"
"u/1232f","𒌯","cuneiform sign ur2 times ha"
"u/12330","𒌰","cuneiform sign ur2 times nun"
"u/12331","𒌱","cuneiform sign ur2 times u2"
"u/12332","𒌲","cuneiform sign ur2 times u2 plus ash"
"u/12333","𒌳","cuneiform sign ur2 times u2 plus bi"
"u/12334","𒌴","cuneiform sign ur4"
"u/12335","𒌵","cuneiform sign uri"
"u/12336","𒌶","cuneiform sign uri3"
"u/12337","𒌷","cuneiform sign uru"
"u/12338","𒌸","cuneiform sign uru times a"
"u/12339","𒌹","cuneiform sign uru times ashgab"
"u/1233a","𒌺","cuneiform sign uru times bar"
"u/1233b","𒌻","cuneiform sign uru times dun"
"u/1233c","𒌼","cuneiform sign uru times ga"
"u/1233d","𒌽","cuneiform sign uru times gal"
"u/1233e","𒌾","cuneiform sign uru times gan2 tenu"
"u/1233f","𒌿","cuneiform sign uru times gar"
"u/12340","𒍀","cuneiform sign uru times gu"
"u/12341","𒍁","cuneiform sign uru times ha"
"u/12342","𒍂","cuneiform sign uru times igi"
"u/12343","𒍃","cuneiform sign uru times im"
"u/12344","𒍄","cuneiform sign uru times ish"
"u/12345","𒍅","cuneiform sign uru times ki"
"u/12346","𒍆","cuneiform sign uru times lum"
"u/12347","𒍇","cuneiform sign uru times min"
"u/12348","𒍈","cuneiform sign uru times pa"
"u/12349","𒍉","cuneiform sign uru times she"
"u/1234a","𒍊","cuneiform sign uru times sig4"
"u/1234b","𒍋","cuneiform sign uru times tu"
"u/1234c","𒍌","cuneiform sign uru times u plus gud"
"u/1234d","𒍍","cuneiform sign uru times ud"
"u/1234e","𒍎","cuneiform sign uru times uruda"
"u/1234f","𒍏","cuneiform sign uruda"
"u/12350","𒍐","cuneiform sign uruda times u"
"u/12351","𒍑","cuneiform sign ush"
"u/12352","𒍒","cuneiform sign ush times a"
