iclabel,glyph,strokeorder,strokecount
A:ucxa--:003ff0:㿰,㿰,41343453254,11
A:ucxa--:003ff1:㿱,㿱,121331253254,12
A:ucxa--:003ff2:㿲,㿲,1341251253254,13
A:ucxa--:003ff3:㿳,㿳,5325455525121,13
A:ucxa--:003ff4:㿴,㿴,13412211153254,14
A:ucxa--:003ff5:㿵,㿵,53254132522134,14
A:ucxa--:003ff6:㿶,㿶,414345415353254,15
A:ucxa--:003ff7:㿷,㿷,43111312153254,14
A:ucxa--:003ff8:㿸,㿸,5325425112522154,16
A:ucxa--:003ff9:㿹,㿹,53254121431112454,17
A:ucxa--:003ffa:㿺,㿺,25111221342413453254,20
A:ucxa--:003ffb:㿻,㿻,11225221,8
A:ucxa--:003ffc:㿼,㿼,113225221,9
A:ucxa--:003ffd:㿽,㿽,341525221,9
A:ucxa--:003ffe:㿾,㿾,4451225221,10
A:ucxa--:003fff:㿿,㿿,5213425221,10
A:ucxa--:004000:䀀,䀀,4415525221,10
A:ucxa--:004001:䀁,䀁,13251125221,11
A:ucxa--:004002:䀂,䀂,44553125221,11
A:ucxa--:004003:䀃,䀃,135333425221,12
A:ucxa--:004004:䀄,䀄,4454543425221,13
A:ucxa--:004005:䀅,䀅,452412125221,12
A:ucxa--:004006:䀆,䀆,51121433425221,14
A:ucxa--:004007:䀇,䀇,1225131125225221,16
A:ucxa--:004008:䀈,䀈,51154153525221,14
A:ucxa--:004009:䀉,䀉,31342512525125221,17
A:ucxa--:00400a:䀊,䀊,4415415413433325221,19
A:ucxa--:00400b:䀋,䀋,121312125344444125221,21
A:ucxa--:00400c:䀌,䀌,5111213251113251125221,22
A:ucxa--:00400d:䀍,䀍,41431251112354121251113425221,29
A:ucxa--:00400e:䀎,䀎,2511115,7
A:ucxa--:00400f:䀏,䀏,3525111,7
A:ucxa--:004010:䀐,䀐,25111333,8
A:ucxa--:004011:䀑,䀑,25111544,8
A:ucxa--:004012:䀒,䀒,25111312,8
A:ucxa--:004013:䀓,䀓,25111354,8
A:ucxa--:004014:䀔,䀔,25111534,8
A:ucxa--:004015:䀕,䀕,251115152,9
A:ucxa--:004016:䀖,䀖,251111134,9
A:ucxa--:004017:䀗,䀗,251115134,9
A:ucxa--:004018:䀘,䀘,251111132,9
A:ucxa--:004019:䀙,䀙,251111553,9
A:ucxa--:00401a:䀚,䀚,251113552,9
A:ucxa--:00401b:䀛,䀛,251113533,9
A:ucxa--:00401c:䀜,䀜,353325111,9
A:ucxa--:00401d:䀝,䀝,251111535,9
A:ucxa--:00401e:䀞,䀞,251114412,9
A:ucxa--:00401f:䀟,䀟,2511151532,10
A:ucxa--:004020:䀠,䀠,2511125111,10
A:ucxa--:004021:䀡,䀡,2511121251,10
A:ucxa--:004022:䀢,䀢,2511131134,10
A:ucxa--:004023:䀣,䀣,2511145434,10
A:ucxa--:004024:䀤,䀤,3542425111,10
A:ucxa--:004025:䀥,䀥,2511135234,10
A:ucxa--:004026:䀦,䀦,2511112251,10
A:ucxa--:004027:䀧,䀧,25111122134,11
A:ucxa--:004028:䀨,䀨,25111312251,11
A:ucxa--:004029:䀩,䀩,25111354251,11
A:ucxa--:00402a:䀪,䀪,25111332112,11
A:ucxa--:00402b:䀫,䀫,25111341251,11
A:ucxa--:00402c:䀬,䀬,25111341121,11
A:ucxa--:00402d:䀭,䀭,25111415334,11
A:ucxa--:00402e:䀮,䀮,25111415325,11
A:ucxa--:00402f:䀯,䀯,251111251124,12
A:ucxa--:004030:䀰,䀰,251113434251,12
A:ucxa--:004031:䀱,䀱,251113541112,12
A:ucxa--:004032:䀲,䀲,251113155414,12
A:ucxa--:004033:䀳,䀳,251111251234,12
A:ucxa--:004034:䀴,䀴,251111555121,12
A:ucxa--:004035:䀵,䀵,251115431134,12
A:ucxa--:004036:䀶,䀶,251114511534,12
A:ucxa--:004037:䀷,䀷,251111215453,12
A:ucxa--:004038:䀸,䀸,121331225111,12
A:ucxa--:004039:䀹,䀹,251111343434,12
A:ucxa--:00403a:䀺,䀺,322313425111,12
A:ucxa--:00403b:䀻,䀻,251112512115,12
A:ucxa--:00403c:䀼,䀼,251111311534,12
A:ucxa--:00403d:䀽,䀽,251113212154,12
A:ucxa--:00403e:䀾,䀾,132515425111,12
A:ucxa--:00403f:䀿,䀿,251111213312,12
A:ucxa--:004040:䁀,䁀,251111213312,12
A:ucxa--:004041:䁁,䁁,2511141251234,13
A:ucxa--:004042:䁂,䁂,1251255425111,13
A:ucxa--:004043:䁃,䁃,2511111213534,13
A:ucxa--:004044:䁄,䁄,2511112143112,13
A:ucxa--:004045:䁅,䁅,2511152125221,13
A:ucxa--:004046:䁆,䁆,2511113425115,13
A:ucxa--:004047:䁇,䁇,4454543425111,13
A:ucxa--:004048:䁈,䁈,4513313425111,13
A:ucxa--:004049:䁉,䁉,4513153425111,13
A:ucxa--:00404a:䁊,䁊,2511154425111,13
A:ucxa--:00404b:䁋,䁋,25111122151234,14
A:ucxa--:00404c:䁌,䁌,25111251212511,14
A:ucxa--:00404d:䁍,䁍,25111131251534,14
A:ucxa--:00404e:䁎,䁎,25111412514512,14
A:ucxa--:00404f:䁏,䁏,25111125221531,14
A:ucxa--:004050:䁐,䁐,2511112225134,13
A:ucxa--:004051:䁑,䁑,25111251113533,14
A:ucxa--:004052:䁒,䁒,25111251122111,14
A:ucxa--:004053:䁓,䁓,25111345234354,14
A:ucxa--:004054:䁔,䁔,25111344311354,14
A:ucxa--:004055:䁕,䁕,25111515152511,14
A:ucxa--:004056:䁖,䁖,25111431234531,14
A:ucxa--:004057:䁗,䁗,251112521251431,15
A:ucxa--:004058:䁘,䁘,251113443311252,15
A:ucxa--:004059:䁙,䁙,251112511445531,15
A:ucxa--:00405a:䁚,䁚,251112512511134,15
A:ucxa--:00405b:䁛,䁛,25111325113554,14
A:ucxa--:00405c:䁜,䁜,251112511243135,15
A:ucxa--:00405d:䁝,䁝,433443344525111,15
A:ucxa--:00405e:䁞,䁞,343434341325111,15
A:ucxa--:00405f:䁟,䁟,25111431113121,14
A:ucxa--:004060:䁠,䁠,251114315112234,15
A:ucxa--:004061:䁡,䁡,251115112251134,15
A:ucxa--:004062:䁢,䁢,2511141533152134,16
A:ucxa--:004063:䁣,䁣,2511112511214124,16
A:ucxa--:004064:䁤,䁤,2511141432512251,16
A:ucxa--:004065:䁥,䁥,251111122132515,15
A:ucxa--:004066:䁦,䁦,2511121531525111,16
A:ucxa--:004067:䁧,䁧,2511112212511134,16
A:ucxa--:004068:䁨,䁨,251114125152152,15
A:ucxa--:004069:䁩,䁩,2511135251214444,16
A:ucxa--:00406a:䁪,䁪,2511112511123312,16
A:ucxa--:00406b:䁫,䁫,25111254312114444,17
A:ucxa--:00406c:䁬,䁬,25111432524312511,17
A:ucxa--:00406d:䁭,䁭,25111134413441344,17
A:ucxa--:00406e:䁮,䁮,25111153515352511,17
A:ucxa--:00406f:䁯,䁯,25111341251541541,17
A:ucxa--:004070:䁰,䁰,25111121132511134,17
A:ucxa--:004071:䁱,䁱,25111121121121135,17
A:ucxa--:004072:䁲,䁲,25111252212511134,17
A:ucxa--:004073:䁳,䁳,251111221344132,15
A:ucxa--:004074:䁴,䁴,251114125251125111,18
A:ucxa--:004075:䁵,䁵,251112522112513534,18
A:ucxa--:004076:䁶,䁶,251113251141533134,18
A:ucxa--:004077:䁷,䁷,321134345114525111,18
A:ucxa--:004078:䁸,䁸,251112512211311534,18
A:ucxa--:004079:䁹,䁹,251115132514143112,18
A:ucxa--:00407a:䁺,䁺,251112522112143112,18
A:ucxa--:00407b:䁻,䁻,25111325115545541234,20
A:ucxa--:00407c:䁼,䁼,25111254312114444121,20
A:ucxa--:00407d:䁽,䁽,25111555253415445445,20
A:ucxa--:00407e:䁾,䁾,2511112225221134534,19
A:ucxa--:00407f:䁿,䁿,254312114444134425111,21
A:ucxa--:004080:䂀,䂀,251114311213123415534,21
A:ucxa--:004081:䂁,䂁,2511135251153535251354,22
A:ucxa--:004082:䂂,䂂,25111251112511132411121,23
A:ucxa--:004083:䂃,䂃,2511134432522151154124,22
A:ucxa--:004084:䂄,䂄,2511125111251113241112154,25
A:ucxa--:004085:䂅,䂅,251114111251554444554444251214,30
A:ucxa--:004086:䂆,䂆,54523354,8
A:ucxa--:004087:䂇,䂇,545235211,9
A:ucxa--:004088:䂈,䂈,54523251214,11
A:ucxa--:004089:䂉,䂉,54523325131134,14
A:ucxa--:00408a:䂊,䂊,5452335251353334,16
A:ucxa--:00408b:䂋,䂋,12251152545231234,17
A:ucxa--:00408c:䂌,䂌,54523414312511211,17
A:ucxa--:00408d:䂍,䂍,54523251112213424134,20
A:ucxa--:00408e:䂎,䂎,545233121353121352511134,24
A:ucxa--:00408f:䂏,䂏,3113453251,10
A:ucxa--:004090:䂐,䂐,3113452252,10
A:ucxa--:004091:䂑,䂑,31134212135,11
A:ucxa--:004092:䂒,䂒,31134121251,11
A:ucxa--:004093:䂓,䂓,311342511135,12
A:ucxa--:004094:䂔,䂔,3113412143112,13
A:ucxa--:004095:䂕,䂕,31134551353334,14
A:ucxa--:004096:䂖,䂖,134251,6
A:ucxa--:004097:䂗,䂗,1325135,7
A:ucxa--:004098:䂘,䂘,13251544,8
A:ucxa--:004099:䂙,䂙,1325152,7
A:ucxa--:00409a:䂚,䂚,132513434,9
A:ucxa--:00409b:䂛,䂛,132515452,9
A:ucxa--:00409c:䂜,䂜,132511112,9
A:ucxa--:00409d:䂝,䂝,132511534,9
A:ucxa--:00409e:䂞,䂞,132511234,9
A:ucxa--:00409f:䂟,䂟,5325113251,10
A:ucxa--:0040a0:䂠,䂠,1325131134,10
A:ucxa--:0040a1:䂡,䂡,1325132121,10
A:ucxa--:0040a2:䂢,䂢,1325135444,10
A:ucxa--:0040a3:䂣,䂣,13251212135,11
A:ucxa--:0040a4:䂤,䂤,1325132124,10
A:ucxa--:0040a5:䂥,䂥,1325151515,10
A:ucxa--:0040a6:䂦,䂦,1325134333,10
A:ucxa--:0040a7:䂧,䂧,1325135234,10
A:ucxa--:0040a8:䂨,䂨,1325133124,10
A:ucxa--:0040a9:䂩,䂩,13251251341,11
A:ucxa--:0040aa:䂪,䂪,13251341534,11
A:ucxa--:0040ab:䂫,䂫,13251354152,11
A:ucxa--:0040ac:䂬,䂬,12135413251,11
A:ucxa--:0040ad:䂭,䂭,13251413434,11
A:ucxa--:0040ae:䂮,䂮,11125313251,11
A:ucxa--:0040af:䂯,䂯,13251413121,11
A:ucxa--:0040b0:䂰,䂰,132513123422,12
A:ucxa--:0040b1:䂱,䂱,132514325135,12
A:ucxa--:0040b2:䂲,䂲,121545313251,12
A:ucxa--:0040b3:䂳,䂳,132513434121,12
A:ucxa--:0040b4:䂴,䂴,132514111251,12
A:ucxa--:0040b5:䂵,䂵,132511212534,12
A:ucxa--:0040b6:䂶,䂶,132511215453,12
A:ucxa--:0040b7:䂷,䂷,1325131221135,13
A:ucxa--:0040b8:䂸,䂸,1325112511534,13
A:ucxa--:0040b9:䂹,䂹,1325135444334,13
A:ucxa--:0040ba:䂺,䂺,1325125111234,13
A:ucxa--:0040bb:䂻,䂻,1325112111534,13
A:ucxa--:0040bc:䂼,䂼,1325134454544,13
A:ucxa--:0040bd:䂽,䂽,1325121251112,13
A:ucxa--:0040be:䂾,䂾,1325113434234,13
A:ucxa--:0040bf:䂿,䂿,1325125342511,13
A:ucxa--:0040c0:䃀,䃀,1325115112531,13
A:ucxa--:0040c1:䃁,䃁,1325112155121,13
A:ucxa--:0040c2:䃂,䃂,1325125111535,13
A:ucxa--:0040c3:䃃,䃃,1325125431415,13
A:ucxa--:0040c4:䃄,䃄,1325141251234,13
A:ucxa--:0040c5:䃅,䃅,1325143251112,13
A:ucxa--:0040c6:䃆,䃆,1325112211134,13
A:ucxa--:0040c7:䃇,䃇,1325132511252,13
A:ucxa--:0040c8:䃈,䃈,13251153532511,14
A:ucxa--:0040c9:䃉,䃉,13251515152511,14
A:ucxa--:0040ca:䃊,䃊,1325112225111,13
A:ucxa--:0040cb:䃋,䃋,13251341251122,14
A:ucxa--:0040cc:䃌,䃌,13251125221121,14
A:ucxa--:0040cd:䃍,䃍,13251431353334,14
A:ucxa--:0040ce:䃎,䃎,13251134354354,14
A:ucxa--:0040cf:䃏,䃏,13251251131121,14
A:ucxa--:0040d0:䃐,䃐,13251445341344,14
A:ucxa--:0040d1:䃑,䃑,132513354143554,15
A:ucxa--:0040d2:䃒,䃒,132511251254312,15
A:ucxa--:0040d3:䃓,䃓,132511122125211,15
A:ucxa--:0040d4:䃔,䃔,13251445251251,14
A:ucxa--:0040d5:䃕,䃕,433443344513251,15
A:ucxa--:0040d6:䃖,䃖,132513251154444,15
A:ucxa--:0040d7:䃗,䃗,132515112413422,15
A:ucxa--:0040d8:䃘,䃘,1325112512554121,16
A:ucxa--:0040d9:䃙,䃙,1325141352211535,16
A:ucxa--:0040da:䃚,䃚,1325141533131134,16
A:ucxa--:0040db:䃛,䃛,132511251112454,15
A:ucxa--:0040dc:䃜,䃜,1311345355413251,16
A:ucxa--:0040dd:䃝,䃝,1325112135213134,16
A:ucxa--:0040de:䃞,䃞,4125152135413251,16
A:ucxa--:0040df:䃟,䃟,13251122125113134,17
A:ucxa--:0040e0:䃠,䃠,1325141533152134,16
A:ucxa--:0040e1:䃡,䃡,13251153515352511,17
A:ucxa--:0040e2:䃢,䃢,13251341124313534,17
A:ucxa--:0040e3:䃣,䃣,13251344335554444,17
A:ucxa--:0040e4:䃤,䃤,132515112321155212,18
A:ucxa--:0040e5:䃥,䃥,13251414312511211,17
A:ucxa--:0040e6:䃦,䃦,41251521313413251,17
A:ucxa--:0040e7:䃧,䃧,5235413112113251,16
A:ucxa--:0040e8:䃨,䃨,13251515251251214,17
A:ucxa--:0040e9:䃩,䃩,132512512211311534,18
A:ucxa--:0040ea:䃪,䃪,132514125251125111,18
A:ucxa--:0040eb:䃫,䃫,132513513344111251,18
A:ucxa--:0040ec:䃬,䃬,13251252325113554,17
A:ucxa--:0040ed:䃭,䃭,132511312515344544,18
A:ucxa--:0040ee:䃮,䃮,13251121431112454,17
A:ucxa--:0040ef:䃯,䃯,132513251141341234,18
A:ucxa--:0040f0:䃰,䃰,1325144535445411234,19
A:ucxa--:0040f1:䃱,䃱,13251121221111111534,20
A:ucxa--:0040f2:䃲,䃲,13251335414355425221,20
A:ucxa--:0040f3:䃳,䃳,13251555253415445445,20
A:ucxa--:0040f4:䃴,䃴,13251411125112132511,20
A:ucxa--:0040f5:䃵,䃵,132514112112544443534,21
A:ucxa--:0040f6:䃶,䃶,132514125221241343543,21
A:ucxa--:0040f7:䃷,䃷,132514152513511531354,21
A:ucxa--:0040f8:䃸,䃸,1325134341221111111534,22
A:ucxa--:0040f9:䃹,䃹,1325151122511125431234,22
A:ucxa--:0040fa:䃺,䃺,132514131234123422111111,24
A:ucxa--:0040fb:䃻,䃻,13251145211111221251123511,26
A:ucxa--:0040fc:䃼,䃼,452424,6
A:ucxa--:0040fd:䃽,䃽,45241254,8
A:ucxa--:0040fe:䃾,䃾,45241535,8
A:ucxa--:0040ff:䃿,䃿,45241134,8
A:ucxa--:004100:䄀,䄀,45241534,8
A:ucxa--:004101:䄁,䄁,452412215,9
A:ucxa--:004102:䄂,䄂,452425121,9
A:ucxa--:004103:䄃,䄃,452425134,9
A:ucxa--:004104:䄄,䄄,4524251341,10
A:ucxa--:004105:䄅,䄅,43113411234,11
A:ucxa--:004106:䄆,䄆,4524312251,10
A:ucxa--:004107:䄇,䄇,45242511121,11
A:ucxa--:004108:䄈,䄈,45241251431,11
A:ucxa--:004109:䄉,䄉,45243121534,11
A:ucxa--:00410a:䄊,䄊,45241214544,11
A:ucxa--:00410b:䄋,䄋,452413425115,12
A:ucxa--:00410c:䄌,䄌,452454545454,12
A:ucxa--:00410d:䄍,䄍,452412212511,12
A:ucxa--:00410e:䄎,䄎,452413412512,12
A:ucxa--:00410f:䄏,䄏,45241223134,11
A:ucxa--:004110:䄐,䄐,5225211234515,13
A:ucxa--:004111:䄑,䄑,452435152511,12
A:ucxa--:004112:䄒,䄒,452434454544,12
A:ucxa--:004113:䄓,䄓,4524325111121,13
A:ucxa--:004114:䄔,䄔,4524325125214,13
A:ucxa--:004115:䄕,䄕,4524253425121,13
A:ucxa--:004116:䄖,䄖,4524341251122,13
A:ucxa--:004117:䄗,䄗,4524312155212,13
A:ucxa--:004118:䄘,䄘,45244143454153,14
A:ucxa--:004119:䄙,䄙,45244525114134,14
A:ucxa--:00411a:䄚,䄚,452412512212511,15
A:ucxa--:00411b:䄛,䄛,452425112512531,15
A:ucxa--:00411c:䄜,䄜,45244134522554,14
A:ucxa--:00411d:䄝,䄝,452411134321511,15
A:ucxa--:00411e:䄞,䄞,452435445411234,15
A:ucxa--:00411f:䄟,䄟,31153115311511234,17
A:ucxa--:004120:䄠,䄠,45244125251125111,17
A:ucxa--:004121:䄡,䄡,45243513344111251,17
A:ucxa--:004122:䄢,䄢,452441432533543211,18
A:ucxa--:004123:䄣,䄣,4524121252212511134,19
A:ucxa--:004124:䄤,䄤,45241251234352511134,20
A:ucxa--:004125:䄥,䄥,4524145211112512512511234341,28
A:ucxa--:004126:䄦,䄦,3123452,7
A:ucxa--:004127:䄧,䄧,3123453,7
A:ucxa--:004128:䄨,䄨,31234112,8
A:ucxa--:004129:䄩,䄩,31234154,8
A:ucxa--:00412a:䄪,䄪,31234354,8
A:ucxa--:00412b:䄫,䄫,31234515,8
A:ucxa--:00412c:䄬,䄬,31234525,8
A:ucxa--:00412d:䄭,䄭,31234312,8
A:ucxa--:00412e:䄮,䄮,312341134,9
A:ucxa--:00412f:䄯,䄯,312341132,9
A:ucxa--:004130:䄰,䄰,312341523,9
A:ucxa--:004131:䄱,䄱,312344153,9
A:ucxa--:004132:䄲,䄲,312342534,9
A:ucxa--:004133:䄳,䄳,312342121,9
A:ucxa--:004134:䄴,䄴,312343511,9
A:ucxa--:004135:䄵,䄵,31234152,8
A:ucxa--:004136:䄶,䄶,3123451532,10
A:ucxa--:004137:䄷,䄷,3123413251,10
A:ucxa--:004138:䄸,䄸,3123432511,10
A:ucxa--:004139:䄹,䄹,3123434312,10
A:ucxa--:00413a:䄺,䄺,31234151534,11
A:ucxa--:00413b:䄻,䄻,31234341534,11
A:ucxa--:00413c:䄼,䄼,31234125341,11
A:ucxa--:00413d:䄽,䄽,31234125351,11
A:ucxa--:00413e:䄾,䄾,31234113534,11
A:ucxa--:00413f:䄿,䄿,31234251153,11
A:ucxa--:004140:䅀,䅀,31234135422,11
A:ucxa--:004141:䅁,䅁,44553131234,11
A:ucxa--:004142:䅂,䅂,31234354251,11
A:ucxa--:004143:䅃,䅃,12135431234,11
A:ucxa--:004144:䅄,䅄,31234535353,11
A:ucxa--:004145:䅅,䅅,31234121121,11
A:ucxa--:004146:䅆,䅆,31234413534,11
A:ucxa--:004147:䅇,䅇,12522131234,11
A:ucxa--:004148:䅈,䅈,43113431234,11
A:ucxa--:004149:䅉,䅉,31234122431,11
A:ucxa--:00414a:䅊,䅊,31234413315,11
A:ucxa--:00414b:䅋,䅋,312343525135,12
A:ucxa--:00414c:䅌,䅌,312342512511,12
A:ucxa--:00414d:䅍,䅍,31234312154,11
A:ucxa--:00414e:䅎,䅎,312343123453,12
A:ucxa--:00414f:䅏,䅏,312345133115,12
A:ucxa--:004150:䅐,䅐,312342511135,12
A:ucxa--:004151:䅑,䅑,312343443531,12
A:ucxa--:004152:䅒,䅒,31234122415,11
A:ucxa--:004153:䅓,䅓,312343525154,12
A:ucxa--:004154:䅔,䅔,3123455525121,13
A:ucxa--:004155:䅕,䅕,3123451312251,13
A:ucxa--:004156:䅖,䅖,3123413425115,13
A:ucxa--:004157:䅗,䅗,3123431234531,13
A:ucxa--:004158:䅘,䅘,3123413434234,13
A:ucxa--:004159:䅙,䅙,3123425111535,13
A:ucxa--:00415a:䅚,䅚,3123443113455,13
A:ucxa--:00415b:䅛,䅛,3123425112511,13
A:ucxa--:00415c:䅜,䅜,3123431122211,13
A:ucxa--:00415d:䅝,䅝,3123444534121,13
A:ucxa--:00415e:䅞,䅞,3123425111124,13
A:ucxa--:00415f:䅟,䅟,3123454134333,13
A:ucxa--:004160:䅠,䅠,31234251112134,14
A:ucxa--:004161:䅡,䅡,31234132511134,14
A:ucxa--:004162:䅢,䅢,31234251212511,14
A:ucxa--:004163:䅣,䅣,31234325111121,14
A:ucxa--:004164:䅤,䅤,31234312321511,14
A:ucxa--:004165:䅥,䅥,31234251135345,14
A:ucxa--:004166:䅦,䅦,3123412225121,13
A:ucxa--:004167:䅧,䅧,31234414312511,14
A:ucxa--:004168:䅨,䅨,31234312342511,14
A:ucxa--:004169:䅩,䅩,31234125425134,14
A:ucxa--:00416a:䅪,䅪,31234251212534,14
A:ucxa--:00416b:䅫,䅫,31234412511234,14
A:ucxa--:00416c:䅬,䅬,312344313425221,15
A:ucxa--:00416d:䅭,䅭,312344143454153,15
A:ucxa--:00416e:䅮,䅮,312343445113251,15
A:ucxa--:00416f:䅯,䅯,312344135112251,15
A:ucxa--:004170:䅰,䅰,312342513414544,15
A:ucxa--:004171:䅱,䅱,312342521251431,15
A:ucxa--:004172:䅲,䅲,312341213352511,15
A:ucxa--:004173:䅳,䅳,312343552335523,15
A:ucxa--:004174:䅴,䅴,312341245554234,15
A:ucxa--:004175:䅵,䅵,312344311214444,15
A:ucxa--:004176:䅶,䅶,312341311534124,15
A:ucxa--:004177:䅷,䅷,312341223411234,15
A:ucxa--:004178:䅸,䅸,312341224143112,15
A:ucxa--:004179:䅹,䅹,3123425112512531,16
A:ucxa--:00417a:䅺,䅺,3123412522111234,16
A:ucxa--:00417b:䅻,䅻,312344134522554,15
A:ucxa--:00417c:䅼,䅼,312342511252254,15
A:ucxa--:00417d:䅽,䅽,1215213355431234,16
A:ucxa--:00417e:䅾,䅾,31234153515352511,17
A:ucxa--:00417f:䅿,䅿,312341221122112,15
A:ucxa--:004180:䆀,䆀,31234254312114444,17
A:ucxa--:004181:䆁,䆁,312342522112143112,18
A:ucxa--:004182:䆂,䆂,312344134315112234,18
A:ucxa--:004183:䆃,䆃,43132511145431234,17
A:ucxa--:004184:䆄,䆄,31234412525112511,17
A:ucxa--:004185:䆅,䆅,312344135342511134,18
A:ucxa--:004186:䆆,䆆,312342512512511234,18
A:ucxa--:004187:䆇,䆇,312343532511154444,18
A:ucxa--:004188:䆈,䆈,31234513241343112454,20
A:ucxa--:004189:䆉,䆉,31234252215425113535,20
A:ucxa--:00418a:䆊,䆊,312342113525121122134,21
A:ucxa--:00418b:䆋,䆋,3123435251251115115115,22
A:ucxa--:00418c:䆌,䆌,312343123413544111251,21
A:ucxa--:00418d:䆍,䆍,3123441431251111515111,22
A:ucxa--:00418e:䆎,䆎,3123434341221111111534,22
A:ucxa--:00418f:䆏,䆏,3123443123425121122134,22
A:ucxa--:004190:䆐,䆐,111343123411134312341113431234,30
A:ucxa--:004191:䆑,䆑,4453412,7
A:ucxa--:004192:䆒,䆒,44534354,8
A:ucxa--:004193:䆓,䆓,445345435,9
A:ucxa--:004194:䆔,䆔,445342512,9
A:ucxa--:004195:䆕,䆕,445345134,9
A:ucxa--:004196:䆖,䆖,445341354,9
A:ucxa--:004197:䆗,䆗,4453425152,10
A:ucxa--:004198:䆘,䆘,4453425112,10
A:ucxa--:004199:䆙,䆙,4453412121,10
A:ucxa--:00419a:䆚,䆚,44534251251,11
A:ucxa--:00419b:䆛,䆛,44534251315,11
A:ucxa--:00419c:䆜,䆜,44534132511,11
A:ucxa--:00419d:䆝,䆝,44534325221,11
A:ucxa--:00419e:䆞,䆞,44534251135,11
A:ucxa--:00419f:䆟,䆟,44534341251,11
A:ucxa--:0041a0:䆠,䆠,44534125125,11
A:ucxa--:0041a1:䆡,䆡,445344511543,12
A:ucxa--:0041a2:䆢,䆢,445341215134,12
A:ucxa--:0041a3:䆣,䆣,445341311543,12
A:ucxa--:0041a4:䆤,䆤,445343251113,12
A:ucxa--:0041a5:䆥,䆥,445341353334,12
A:ucxa--:0041a6:䆦,䆦,4453443344334,13
A:ucxa--:0041a7:䆧,䆧,4453431234531,13
A:ucxa--:0041a8:䆨,䆨,4453425111134,13
A:ucxa--:0041a9:䆩,䆩,4453425111134,13
A:ucxa--:0041aa:䆪,䆪,24313544534121,14
A:ucxa--:0041ab:䆫,䆫,44534353344544,14
A:ucxa--:0041ac:䆬,䆬,445342512511134,15
A:ucxa--:0041ad:䆭,䆭,445341251112112,15
A:ucxa--:0041ae:䆮,䆮,445344415114554,15
A:ucxa--:0041af:䆯,䆯,4453454545454531,16
A:ucxa--:0041b0:䆰,䆰,4453412512512515,16
A:ucxa--:0041b1:䆱,䆱,4453444143344334,16
A:ucxa--:0041b2:䆲,䆲,4453441351124134,16
A:ucxa--:0041b3:䆳,䆳,445341353334454,15
A:ucxa--:0041b4:䆴,䆴,4453435251125115,16
A:ucxa--:0041b5:䆵,䆵,44534432524312511,17
A:ucxa--:0041b6:䆶,䆶,44534324111214444,17
A:ucxa--:0041b7:䆷,䆷,44534545232534251,17
A:ucxa--:0041b8:䆸,䆸,44534543341251431,17
A:ucxa--:0041b9:䆹,䆹,44534414312511211,17
A:ucxa--:0041ba:䆺,䆺,44534343123425121,17
A:ucxa--:0041bb:䆻,䆻,4453451221113134,16
A:ucxa--:0041bc:䆼,䆼,4453425525251454,16
A:ucxa--:0041bd:䆽,䆽,445342153151353334,18
A:ucxa--:0041be:䆾,䆾,4453412512531425221,19
A:ucxa--:0041bf:䆿,䆿,4453452133251111234,19
A:ucxa--:0041c0:䇀,䇀,44534122125112122111,20
A:ucxa--:0041c1:䇁,䇁,4453435251214444431112,22
A:ucxa--:0041c2:䇂,䇂,414312,6
A:ucxa--:0041c3:䇃,䇃,41431515,8
A:ucxa--:0041c4:䇄,䇄,41431315,8
A:ucxa--:0041c5:䇅,䇅,414311534,9
A:ucxa--:0041c6:䇆,䇆,414314412,9
A:ucxa--:0041c7:䇇,䇇,4143151515,10
A:ucxa--:0041c8:䇈,䇈,4143154121,10
A:ucxa--:0041c9:䇉,䇉,4143113251,10
A:ucxa--:0041ca:䇊,䇊,4143141354,10
A:ucxa--:0041cb:䇋,䇋,41431354354,11
A:ucxa--:0041cc:䇌,䇌,414312432511,12
A:ucxa--:0041cd:䇍,䇍,414312512134,12
A:ucxa--:0041ce:䇎,䇎,4143112212511,13
A:ucxa--:0041cf:䇏,䇏,4143141251521,13
A:ucxa--:0041d0:䇐,䇐,4143151124143,13
A:ucxa--:0041d1:䇑,䇑,4143132511312,13
A:ucxa--:0041d2:䇒,䇒,51154153541431,14
A:ucxa--:0041d3:䇓,䇓,33313251113441431,17
A:ucxa--:0041d4:䇔,䇔,415251351141431354,18
A:ucxa--:0041d5:䇕,䇕,4143114521111132522,19
A:ucxa--:0041d6:䇖,䇖,314314353,9
A:ucxa--:0041d7:䇗,䇗,3143143454,10
A:ucxa--:0041d8:䇘,䇘,3143141551,10
A:ucxa--:0041d9:䇙,䇙,3143145152,10
A:ucxa--:0041da:䇚,䇚,3143143224,10
A:ucxa--:0041db:䇛,䇛,3143142121,10
A:ucxa--:0041dc:䇜,䇜,3143143534,10
A:ucxa--:0041dd:䇝,䇝,3143141534,10
A:ucxa--:0041de:䇞,䇞,31431412211,11
A:ucxa--:0041df:䇟,䇟,31431435453,11
A:ucxa--:0041e0:䇠,䇠,31431441121,11
A:ucxa--:0041e1:䇡,䇡,31431444512,11
A:ucxa--:0041e2:䇢,䇢,31431412251,11
A:ucxa--:0041e3:䇣,䇣,31431434234,11
A:ucxa--:0041e4:䇤,䇤,31431412534,11
A:ucxa--:0041e5:䇥,䇥,31431412121,11
A:ucxa--:0041e6:䇦,䇦,31431425134,11
